url,label
steelbay.in/blog/indexmailudooooa.html,bad
g3i9prnb.myutilitydomain.com/scan/4c3e5d143405789eb080757b7ddf1b4f,bad
sourcewatch.org/index.php?title=Private_Security_Company_Association_of_Iraq,good
commons.wikimedia.org/wiki/Category:1972_deaths,good
ktvu.com/,good
cassutility.com/,good
facebook.com/pages/SteveThe-BossBoss%C3%A9/51108176400,good
biomedexperts.com/Profile.bme/1437582/Riccardo_Troncone,good
pipl.com/directory/name/Soffer/Adam,good
airport-data.com/world-airports/countries/JP-Japan-Airports.html,good
americanmanufacturing.org/blog/germany-leads-eu-economy-thanks-its-strong-manufacturing-base,good
youtube.com/watch?v=jghLfY46UGU,good
tipografianedeaprint.ro/logs/dox/1211/,bad
michaeljmorrisreports.blogspot.com/2010/04/michael-mcmullen-recalls-life-in.html,good
topspeed.com/cars/tesla/2011-tesla-roadster-race-car-ar101080.html,good
unofficialroyalty.com/british-royals,good
mvsu.edu/alumni/,good
guardian.co.uk/film/filmblog/2008/mar/11/youreviewtheotherboleyngirl,good
absoluteastronomy.com/topics/List_of_Venezuelans,good
sf.funcheap.com/3rd-annual-peace-festival-lake-merritt/,good
ataxiinlorca.com/hgdsfdd/aos/aos/aos/index.htm,bad
jimlarkin.com/9thRegiment/soldiers/William_Gleeson.htm,good
virtualtourist.com/hotels/Europe/France/Aquitaine/Bordeaux-134172/Hotels_and_Accommodations-Bordeaux-BB_Hotel_Bordeaux_Merignac-BR-1.html,good
sonic.net/~mly/TTT-SFCTA.html,good
uk.answers.yahoo.com/question/index?qid=20100315160056AA9KPRt,good
sdfdsaf.64d684h.info/admin/,bad
absoluteastronomy.com/topics/Jessica_Mitford,good
green.tmcnet.com/news/2011/11/08/5913506.htm,good
valuethiswebsite.com/www.ztele.com,good
facebook.com/MikeBobyn,good
filesbay.net/search/wcw-superbrawl-2000.html,good
dbpedia.openlinksw.com:8890/resource/DuMont_Television_Network,good
en.wikipedia.org/wiki/Don_Barksdale,good
yellowpages.com/merced-ca/mip/worldcolor-5635936,good
en.wikipedia.org/wiki/T%C3%A9miscouata_(provincial_electoral_district),good
facebook.com/pages/Extra-Action-Marching-Band/112240222125092,good
broadcastengineering.com/newsrooms/kshb_tv_traffic_cam_0411/,good
cannedheatmusic.com/biography.html,good
leonpowe.blogspot.com/,good
imdb.com/title/tt0772203/,good
en.wikipedia.org/wiki/Josh_Peck,good
hornygreek.com/videos/mega-hung-rafael-alencar-pounds-eager-bottom-joseph-mercier-----by-lucas-entertainment-18830.html,good
en.wikipedia.org/wiki/Sole_proprietorship,good
avvo.com/attorneys/64105-mo-dennis-owens-1875521.html,good
myspace.com/everything/lily-tomlin,good
squidoo.com/the-worst-witch,good
chouteauslanding.com/news/category/uncategorized/page/2/,good
healthgrades.com/provider/thomas-goldstein-y8ltv/,good
readme.readmedia.com/New-York-Army-National-Guard-Soldiers-Return-to-Scotia-Glenville-Reserve-Center-After-Iraq-Tour/3050423,good
mckimson.eventbrite.com/,good
reelz.com/movie/233379/powder-blue/,good
youtube.com/watch?v=sT_So7vNUgM,good
friendseat.com/San-Antonio-TX/Tourist-Attractions/Tower-of-the-Americas,good
brianpickell.com/?about&info=bpband,good
veromi.com/Kimberly-Lecompte.aspx,good
superstarmanagement.podomatic.com/,good
corporationwiki.com/Texas/Brenham/charles-rougeau/37649888.aspx,good
synonymsbase.com/mtd.html,good
geometry.net/detail/celebrities/caloz_michael.html,good
muse.jhu.edu/login?uri=/journals/canadian_review_of_american_studies/v039/39.4.harris.pdf,good
dpntkiegeokwli.biz/php/upload.php,bad
123people.com/a/lavoie+dominic,good
mapquest.com/maps?city=Burbank&state=CA,good
set121.com/,bad
lro7.com/radio/KCBS_740,good
articles.nydailynews.com/1998-04-19/sports/18060932_1_john-the-count-montefusco-spousal-abuse-sexual,good
moneyslinger.com/,good
alltradeagencies.com.au/aa/ceo/Arch/Archive/,bad
validcc.2fh.co/,bad
livingartscentre.ca/index.php/past-exhibition-schedule.html,good
lionhub.com.au/wp-content/themes/webstat/finanzgruppe_volksbanken_ne,bad
databasefootball.com/players/playerpage.htm?ilkid=BURFOCHR01,good
waatp.com/people/edward-a-joseph/28054119/,good
whosdatedwho.com/tpx_58642/julian-bond/,good
umontreal.ca/udem-aujourdhui/en/mot-rectorat/index.html,good
askmen.com/celebs/men/entertainment_250/252_abhishek_bachchan.html,good
nme.com/artists/david-rakoff,good
videosurf.com/videos/Patrice+Brisebois,good
facebook.com/people/Benoit-Gosselin/512690819,good
tube8.com/hardcore/candy-samples/26960/,good
myabandonware.com/game/battle-of-antietam-5f,good
jamescochrane.net/,good
mountroyalhomesforsalecalgary.com/,good
229.ip-37-187-80.eu/js/es/,bad
musicmind-tk.blogspot.com/2009/03/album-kat-tun-cartoon-kat-tun-ii-you.html,good
babyfit.sparkpeople.com/firstname.asp?id=28291,good
blogs.courant.com/uconn_mens_basketball/2011/08/41-games-in-41-days-game-32-ge.html,good
reverbnation.com/tomschena,good
mesquite.travelnevada.com/,good
uslsoccer.com/,good
skysystems.in/rqacgb,bad
royal-painting.com/Francois-Edouard-Picot/521-1-artist.html,good
uk.movies.yahoo.com/features/atonement.html,good
postalhistory.com/State/index.htm,good
iproaction.com/utg8md,bad
amazon.com/Space-Jam-Michael-Jordan/dp/0790749858,good
newsarch.rootsweb.com/th/read/METIS/2006-04/1144695576,good
newworldencyclopedia.org/entry/American_Empire,good
vintagecardprices.com/search.php?action=getSets&fname=Jose&lname=Pena&sa=1&cat=1&hof=0,good
diy-router.com/wp-includes/css/5716367236.txt,bad
pastebin.com/vZv8ZDei,good
hattrick.org/,good
pipl.com/directory/people/Louise/Auger,good
scromett.com/ArmyGroupA.htm,good
maplandia.com/slovenia/cerkno/,good
mundoandino.com/Argentina/Mecha-Ortiz,good
associatedcontent.com/article/8343221/two_skateparks_in_oakland_calif_demolished.html,good
trifle.ernstenco.be/ajuijm2.html,bad
nydailynews.com/topics/Royce+Clayton,good
docstoc.com/docs/6487716/Mercury_Comet,good
metrolyrics.com/imagine-me-lyrics-kirk-franklin.html,good
tampa-stpete-chiropractors.com/,good
arsch-anus.com/engine/modules/source.php?id=,bad
alacrastore.com/deal-snapshot/Superior_Plus_Corp_acquires_Sunoco_Inc_Retail_Heating_Oil_from_Suncor_Energy_Inc-581724,good
en.wikipedia.org/wiki/Category:Russian-language_films,good
meritsoftware.com/software/paragraph_punch/,good
myspace.com/cardiacarrestrecordings,good
oakparkhighschoolalumni.com/kansas_city-mo/,good
basketballbuzz.ca/nba/former-bulls-center-bill-wennington-inducted-into-quebec-sports-hall-of-fame,good
cansoc.org/showthread.php?41171-MLS-2-Division-Canada-Proposal-(League-Design),good
mp3lyrics.org/p/pooh-man/,good
facebook.com/PaulTheFilm,good
lternet.edu/asm/2003/posters/posters.html,good
citizendia.org/Harrison_Ford,good
pidfzykp.rhwdrilwwulvpx.tk:41050/1972/06/14/wear/suit-farewell-excellent-rain.html,bad
topix.net/wire/city/maryville-tn?q=u:thedailytimes.com,good
manchestercity-mad.co.uk/news/tmnw/team_lineups_manchester_city_v_wolverhampton_wanderers_15_jan_2011_620472/index.shtml,good
cpaboard.wa.gov/,good
netflix.com/Movie/White-Man-s-Burden/1119150,good
familytreemaker.genealogy.com/users/p/e/a/Dick-Peabody/WEBSITE-0001/UHP-0518.html,good
globalnym.blogspot.com/2008/02/breaking-down-2008-mets-catcher.html,good
en.goldenmap.com/Conaco,good
answers.yahoo.com/question/index?qid=20090105031726AALpGQM,good
indianaal.net/,good
7digital.com/artists/a-static-lullaby/faso-latido-1/?src=rec,good
en.wikipedia.org/wiki/Andrzej_Zieli%C5%84ski,good
clubjerseys.com/borussia-dortmund-home-jersey-1112-p-1010.html,good
diesseinfissi.it/xmlrpc/cache/2014googledocs/,bad
radiofreechicago.typepad.com/reredesign/2008/08/news-and-note-4.html,good
flixster.com/actor/john-simm,good
blabla.nfb.ca/,good
actiontrip.com/cheats/gba/bruce-lee-return-of-the-legend.phtml,good
nndb.com/people/497/000162011/,good
91.239.24.74:6892,bad
archiver.rootsweb.ancestry.com/th/read/JOHNSON/2001-12/1007660700,good
wmubroncos.com/ViewArticle.dbml?DB_OEM_ID=4600&ATCLID=1179969,good
video48.blogspot.com/2008/07/gloria-romero-original-queen-of.html,good
95.213.169.17/upd/14,bad
invaluable.com/artist/hoodless-william-henry-jegy6teuhk,good
energyboom.com/solar/brightsource-energy-files-250-million-ipo,good
ckconstruction.us/scriptdoc/gdoc/,bad
profilecanada.com/companydetail.cfm?company=728714_Spanish_Portuguese_Synagogue_Montral_QC,good
totalfootballstats.com/PlayerQB.asp?id=3804,good
wiki.answers.com/Q/What_was_James_Stewart's_profession_in_Rear_Window,good
albanyareahomesfsbo.com/,good
mylife.com/c-1968512532,good
6i3cb6owitcouepv.paybalanceto.com/img/style.css,bad
blackpast.org/?q=tree/Encyclopedia+Entry+Type/Locations%5CPlaces,good
en-pi.facebook.com/people/Andreas-MrMelankoli-Olsson/1069032843,good
en.wikipedia.org/wiki/American_Idiot_(musical),good
mp3bear.com/?q=the+wicked+ordo+malleus,good
stefanvaldobrev.com/music/theatreinfo_en.html,good
en.askedu.net/,good
espn.go.com/college-football/team/schedule/_/id/50/florida-rattlers,good
peridaklu.info/stats/main/,bad
images.smu.edu/,good
facebook.com/pages/Sasha-Chou-Photography/141857489236546,good
sb-11037.fastdl-server.biz/09uh8ny,bad
tvwatchonline.tripod.com/ellentalkshow.html,good
soundersfc.com/News/Articles/2011/06-June/vs-Kitsap.aspx,good
utahcountyrealestate.us/,good
en.wikipedia.org/wiki/Quebec_Autoroute_19,good
visualcomfortlightingstore.com/product-p/sr5005gi.htm,good
treklens.com/gallery/North_America/Canada/Central/Quebec/,good
cemeteryplots.com/go/listing/ShowListing/USA/Missouri/Kansas%20City,good
inedinburgh.com/0fngc,bad
pooterland.com/index2/looking_glass/tom_constanten/tom_constanten.html,good
governor.state.az.us/,good
kaiserbill.com/,good
classmates.com/directory/public/memberprofile/list.htm?regId=8702635581,good
youtube.com/watch?v=d5zjw9IKC8k,good
vintage-erotica-forum.com/t95508-fave-youtube-vids.html,good
nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=35&Family=Bissonnet_208&lng=en,good
ttc.coe.uga.edu/,good
icplit.org/art/bookmark/index.php?.randInboxLight.aspx?n74256418&amp;email&amp;fav.1&amp;fid=1&amp;fid=4&amp;fid.1&amp;fid.1252899642&amp;fid.4.1252899642&amp;randIn=http://black.pk/wp-content/2013/04/bp.postale/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,bad
answers.com/topic/ub-iwerks,good
efdeportes.com/efd153/practica-de-mujeres-trabajadoras-a-gimnasia-basica.htm,good
daylife.com/search/articles?q=Gary+Moeller,good
screwstudprediche.02tablet.com/0qfgsypxhz.php\nwww.universitaperta.com/area-riservata/,bad
myspace.com/laruedespavots,good
sports.yahoo.com/olympics/news?slug=ys-most_expensive_summer_olympics_games-080611,good
imdb.com/company/co0064070/,good
xixiaxianggua.com/l9wz8,bad
immigrationarchive.com/,good
keytds.ru/admin/,bad
enjoymore.it/imm/file/account/,bad
revolutionmyspace.com/pictures-1/ami_dolenz,good
facebook.com/pages/Who-is-shawty-Apparently-she-has-a-lot-of-rapper-boyfriends/391709575485,good
line.foothillschoolhomes.com/,bad
maverickentertainment.cc/titles.php,good
allcateringservices.in/JHgy64HJBRd?spiIvoONWBj=fBGONconi,bad
facebook.com/cheryl.chw,good
answers.yahoo.com/question/index?qid=20100227053119AApuqhK,good
au.linkedin.com/pub/dir/Bradley/Ayres,good
mytincorp.com/templates/beez/html/com_user/reset/Sistem.Online.informe/?935776/153699.php?Mon=20161010231759?th=1476134279&amp;cliente=abuse@gmail.com,bad
temabud.pl/ts/,bad
ria-party.ru/editor/GoPlay/Docs/,bad
sputnikmusic.com/review/42554/The-Tea-Party-Seven-Circles/,good
answers.yahoo.com/question/index?qid=20100317181522AAK0wSt,good
heritagefoodsuk.co.uk/,good
sawasoldwarsaw.com/,good
designsname.com/wp-content/plugins/fo1/,bad
"http://ecocontrole.com.br/wp-admin/formulario/LoginVerification.php,%20https:/webplatform.nctu.edu.tw/uvpage/modules/catalog_3/admunit_news/upload/tvvv/remm/aol.htm",bad
sports.espn.go.com/extra/mma/news/story?id=6019372,good
whosdatedwho.com/tpx_37728/tara-spencer-nairn/,good
chickenschoice.com.au/dropbox/Nicholls&amp;Maher/,bad
twomorrows.com/comicbookartist/articles/01goodwin.html,good
naxos.com/person/Robert_Russell_Bennett_25985/25985.htm,good
companies.jrank.org/pages/4260/May-Department-Stores-Company.html,good
rottentomatoes.com/m/black_cat_white_cat/,good
aandgtrading.com/category_images/k2/source/bookmark/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;email&amp;.rand=13InboxLight.aspx?n=1774256418,bad
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=9916299,good
derivedthread.com/sea-all-posts/team/johnny/2010/07/19/psc-tattoo/,good
marvelouskingpins.de/,good
pipl.com/directory/people/Bernard/Boudreau,good
myspace.com/video/vid/43836285,good
spoke.com/info/pAefpFW/EliZehner,good
fexton.com/cache/template/alibaba.login.com/index2.htm,bad
superstrengthtraining.com/john_mccallum.html,good
ntp.timeserver.host/,bad
linkedin.com/company/amc-theatres,good
djoncapecod.com/,good
en.wikipedia.org/wiki/2011_Tennessee_Titans_season,good
umn.edu/humanrts/links/lockheedmartin.html,good
cruisecritic.com/memberreviews/getreviews.cfm?action=ship&ShipID=371,good
connect.in.com/farhan-akhtar-divorce/images-farhan-akhtar-photos-farhan-akhtar-wallpapers-farhan-akhtar--1-973443381143.html,good
freebase.com/view/en/wolverhampton_wanderers_fc,good
fanfiction.net/s/2943438/1/The_Wake_Up_Call,good
absoluteastronomy.com/topics/Dante_Roberson,good
filmsinreview.com/2004/05/07/godzilla-1954/,good
refund-hmrc.uk-6159368de39251d7a-login.id-107sbtd9cbhsbtd5d80a13c0db1f546757jnq9j5754675777385486.aquaticlivestock.org/jHjNbNmJhUyUhJBH/index.php,bad
fandango.com/mirandarichardson/filmography/p60083,good
youtube.com/watch?v=ZRPYnwH9gAI,good
timesofindia.hotklix.com/content/Entertainment/Movies/Wedding-pics-of-Konkona-Ranvir-Shorey,good
miracema.rj.gov.br/counter.php,bad
legacy.com/obituaries/timesunion/obituary.aspx?n=eileen-marian-mclaughlin&pid=149009900,good
yelp.com/biz/la-calaca-loca-oakland,good
zocaloalminuto.com/t67bg,bad
associatepublisher.com/e/k/kp/kpix-tv.htm,good
answers.com/topic/seasick-steve,good
warpservice.ro/modules/cp.php?letter=login,bad
dudukadafonseca.com/Duduka%20da%20Fonseca_files/files/Arch/Arch/Archive/,bad
whosdatedwho.com/tpx_628108/guilty-by-suspicion/,good
sports.yahoo.com/mlb/players/8333,good
wikieducator.org/User:Nelliemuller,good
51jianli.cn/images/?us.battle.net/login/en/?ref=http://xyvrmzdus.battle.net/d3/en/index,bad
business.ingdirect.com/products/ofb_savings.asp?s=Savings,good
myfunnyeye.blogspot.com/,good
netflix.com/Movie/Brokeback-Mountain/70023965,good
divainterior.com/wp/pictures-of-royal-barry-wills-cape-houses,good
facebook.com/senrunner,good
aeonindustrials.com/sent/gd/,bad
marinshe.deviantart.com/art/Fly-in-the-Freedom-82749064,good
91.239.25.35:6892,bad
absoluteastronomy.com/topics/Vergílio_Ferreira,good
tvnz.co.nz/content/1392002/4319703/article.html,good
worldtvradio.com/radiotv/stations/station06403.htm,good
hoboy.net/Hoboy/BeyondTemperament.html,good
canadiancapitalist.com/note-to-kevin-oleary-dont-confuse-gdp-growth-with-stock-market-returns/,good
ams1.ib.adnxs.com/if?enc=MzMzMzMzwz-xne-nxku_P57vp8ZLN-0_sZ3vp8ZLvz8zMzMzMzPDP_2oRlZSyEdZObPDe_ZjLC9rBGhTAAAAAFvsJwBoCAAA2AcAAAIAAAClEuUAlY4FAAAAAQBVU0QAVVNEANgCWgCUdQAAb2cAAgUAAQIAAIwA_yZojAAAAAA.&cnd=%21rSLfgQjq_ekBEKWllAcYACCVnRYwADgAQABI2A9Q29ifAVgAYNEDaABwAHgAgAEAiAEAkAEBmAEBoAEBqAEDsAEAuQEzMzMzMzPDP8EBMzMzMzMzwz_JAQ5mrHGgzP8_2QEAAAAAAADwP-ABAPUBmpmZPg..&ccd=%21TwYsQAjq_ekBEKWllAcYlZ0WIAA.&udj=uf%28%27a%27%2C+276362%2C+1399325803%29%3Buf%28%27c%27%2C+3833578%2C+1399325803%29%3Buf%28%27r%27%2C+15012517%2C+1399325803%29%3B&vpid=1058&apid=209734&referrer=http%3A%2F%2Foptimized-by.rubiconproject.com%2Fa%2F9852%2F26428%2F104466-2.html%3F%26cb%3D0.9831272145276761%26tk_st%3D1%26rf%3Dhttp%253A%2F%2Fwww.telegraaf.nl%2F%26rp_s%3Dc%26p_pos%3Datf%26p_screen_res%3D1280x1024&media_subtypes=1&ct=0&dlo=1,bad
metrolyrics.com/gregory-charles-lyrics.html,good
findarticles.com/p/articles/mi_m1365/is_n2_v25/ai_15752092/,good
serp.taxbill365.com/cab/one_click_setup.exe,bad
www.pattumalamatha.com/admin/assets/2vpP/i2FQ2QH.doc,bad
indianafiretrucks.com/pages/allen/st_joseph2.html,good
trapa.ca/pressroom.htm,good
ca.linkedin.com/pub/dir/jean/drapeau,good
readprint.com/books-1/Non-Fiction,good
muvids.com/13859_video_joseph_vincent_and_jason_chen_just_a_dream_cover_remix_nelly,good
welections.wordpress.com/2010/12/,good
infoplease.com/ce6/people/A0828590.html,good
ruedelaclef.blogspot.com/,good
cfl.ca/article/maciocia-relieved-of-duties-with-esks,good
youtube.com/watch?v=5edgXDGCCLo,good
miningjournal.net/page/content.detail/id/568244/Michigan-Tech-hockey-falls-to-Bemidji-State.html?nav=5010,good
faunfables.net/about.html,good
rootsweb.ancestry.com/~ohpickaw/vital_records/marriage/marriages_1800_1850_uvw.htm,good
spoke.com/info/p7j1CGa/GarwoodWilliam,good
dia.ie/architects/view/5230,good
en.wikipedia.org/wiki/Rangel_Vulchanov,good
legacy.com/obituaries/postgazette/obituary.aspx?n=loretta-belle-ackerman-hayden&pid=152414165&fhid=4266,good
aafp.org/afp/2008/0601/p1561.html,good
lizwaughmcmanus.hexpek.co.uk/,good
msgdown.xinyinhe.com/717/XYH/yhfllkan.apk,bad
be.linkedin.com/pub/charles-andr%C3%A9-gonthier/6/6b1/b55,good
twitter.com/KrisJo32,good
sj-r.com/sports/x1413012040/John-Supinie-Playing-time-led-Bates-away-from-home,good
lawyerratingz.com/SelectThing.jsp?state=QC&city=Montr%C3%A9al&otcvid=20048,good
uk.ask.com/wiki/Yannick_Bisson,good
fullsongs.net/source/1/64cc6d61-9757-450b-abe2-8154d36cd30b/download/Arashi_-_Tomadoi_Nagara.html,good
imdb.com/title/tt0414469/,good
kerneloil.com/techinfo_oilNA.htm,good
mylife.com/anneheebrt70,good
stormpages.com/hasheo/mil.txt,bad
baton-rouge-guide.com/,good
movies.about.com/od/misspettigrew/Miss_Pettigrew_Lives_for_a_Day_2008.htm,good
tititudorancea.org/z/prix_de_rome.htm,good
terangajazz.com/,good
thetrailskc.wordpress.com/,good
people.famouswhy.com/bernie_parent/,good
vent1.net/,good
denverbroncos.com/team/staff/Joe-Ellis/0cc7962a-d3b5-447e-8641-34b02afe3bf2,good
library.timelesstruths.org/music/_/Duffield_George_Jr/?sortby=author,good
youtube.com/watch?v=ehy6V_xbC2o,good
espn.go.com/nhl/team/_/name/nyi/new-york-islanders,good
itunes.apple.com/us/album/france-joli-greatest-hits/id280803894,good
amnestyusa.org/resources/educators/film-curriculum-guides,good
amazon.ca/Beau-Dommage-Frn/dp/B000065M1F,good
rottentomatoes.com/m/1015218-no_way_out/,good
hockey-reference.com/players/d/dazeer01.html,good
mp3raid.com/music/pointer_sisters.html,good
en.wikipedia.org/wiki/Oakland_International_Airport,good
ilike.com/artist/Prince/track/Still+Would+Stand+All+Time,good
myspace.com/dirtydwayne,good
en.wikipedia.org/wiki/Fednav_Group,good
notretribu.eu/pbujn3f,bad
theodoreroosevelt.org/life/familytree/Kermit.htm,good
thecelticwiki.com/page/1957-10-19%3A+Celtic+7-1+Rangers%2C+League+Cup+-+Bobby+Collins+recalls+the+game,good
mobiliablog.com.au/images/clients/index.html,bad
ciply.be/message.alibaba.com.external/alibaba/alibaba/,bad
webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=01bd022748da8daedcafa63301943ef02b3012990e70c4d84a27e335fa5156c4,bad
funtoo.org/wiki/Welcome,good
theaudioperv.com/2009/04/19/krbz-965-the-buzz-kansas-city-playlist-041909/,good
eforu.blogspot.com/2008/04/list-of-dead-playboys-playmates.html,good
biographi.ca/009004-119.01-e.php?BioId=38334&query=gamelin,good
dentists.healthprofs.com/cam/county/WA/King.html,good
en-pi.facebook.com/frank.marino,good
primelocation.com/uk-property-for-sale/search/?p=barnston+(essex)&mkwid=slp9NRjmq&pcrid=5901424584,good
flshops.com/Hedge/,bad
finajelita.blogspot.com/2008/04/tagalog-language.html,good
evri.com/person/scott-desjarlais-0x591dec,good
tmz.com/2011/09/19/reese-witherspoon-black-eye-workout-run-over-jogging-car-84-year-old-driver-santa-monica/,good
picktorrent.com/torrents/89/rules-of-dating/,good
nbcuniversalarchives.com/,good
delavoye.ca/dbMain/dat13.html,good
trademarkia.com/company-mistic-brands-inc-817202-page-1-2,good
aviation.com/articles/military,good
mylife.com/c-1165504770,good
tunein.com/radio/KQED-FM-893-s1229/,good
hallmark.com/online/product/,good
openparliament.ca/politicians/nicole-demers/,good
ebay.com.my/sch/i.html?_nkw=adidas+questar,good
altmusic.about.com/od/interviews/a/landoftalk.htm,good
chacraescuela.com/,bad
123people.ca/s/mario+audet,good
glassdoor.com/Job/Canadian-National-Railway-Jobs-E4455.htm,good
southerncedarsgallery.com/parlor.htm,good
laptop-recycling.com/,good
pedrothemovie.com/about.html,good
nahright.com/news/2011/05/12/video-curreny-jetsgo/,good
autosource.info/ebay/Get%20started%20with%20eBay.asp,bad
yelp.com/biz/miller-clark-nursery-clovis,good
agora-movie-trailer.blogspot.com/,good
innovationdiscoverycenter.com/products/weblogin/weblogin.html,bad
rarbg.com/torrents/filmi/download/70b84c0502ff8377476f8a5062a3a493a7a56034/torrent.html,good
prudential.com/realestate/,good
rubberduckdev.com/securedomains/secure-domains/document,bad
etsy.com/shop/nonfictiontees,good
forum.chaudiere.ca/viewtopic.php?f=19&t=37,good
en.wikipedia.org/wiki/John_D._Hancock,good
pipl.com/directory/name/Scott/Waldo,good
troy-m38a1.blogspot.com/,good
ilike.com/artist/Justin+McRoberts,good
kitchen-doors.com/pos/postal/ddfbe271b06bcf07e0c766559b78480915b6f493/manage.compte/index.php?country.x=EU-Europe&lang.x=,bad
meangreensports.com/ViewArticle.dbml?DB_OEM_ID=1800&ATCLID=205134663,good
youtube.com/watch?v=z8epRwQ0d0M,good
yellowpages.ca/bus/Quebec/Saint-Charles-de-Drummond/Centre-Normand-Leveille-Inc/2172112.html,good
enotes.com/topic/List_of_Alpha_Kappa_Alpha_sisters,good
allafrica.com/mali/,good
what-when-how.com/new-jersey/camden-county-to-camp-kilmer-new-jersey/,good
oursportscentral.com/services/releases/?id=3965959,good
jettglenngarner.memory-of.com/,good
maine.craigslist.org/pts/2685595370.html,good
music.aol.com/song/paul-cargnello-2646035/le-grand-chien/14082105,good
montrealgazette.com/news/hints+would+object+Brotherhood+Egypt/5659473/story.html,good
viljoen.co.nr/,good
89.42.248.141/,bad
fargoairport.com/,good
fandango.com/lashlarue/biography/p39795,good
en.wikipedia.org/wiki/Edgar_Bronfman_Jr,good
homebulletin.net/Local-movers/State/NJ/County/Monmouth.html,good
universalloveproject.com/,good
itunes.apple.com/us/album/the-best-april-wine-rock-ballads/id332821742,good
flickr.com/photos/poetilandia/2869644439/,good
zaki.yc.edu/,good
daemonstv.com/2011/07/03/falling-skies-grace-episode-4/,good
en.wikipedia.org/wiki/West_End_Classic,good
eliteprospects.com/team.php?team=56,good
mustache-styles.com/redbox/,bad
names.whitepages.com/robert/rousseau,good
4shared.com/document/Wyr184-d/WPKL_MATHS.html,good
en.wikipedia.org/wiki/Category:Populated_places_established_in_1862,good
netglimse.com/celebs/pages/david_cone/index.shtml,good
youtube.com/watch?v=QbiLvcEHNcM,good
electionalmanac.com/canada/northwestterritories/ridings.php,good
en.wikipedia.org/wiki/Haruka,good
barksdale.af.mil/?info=EXLINK,good
amazon.com/Badasses-Legend-Maddens-Oakland-Raiders/dp/0061834300,good
photofeathers.wordpress.com/,good
123people.com/s/mark+fernandez,good
juggle.com/cincinnati-bengals,good
glossary.com/dictionary.php?q=Mitchell,good
euroscatola.it/vibe/6a7839a91637b673904be39174add058/,bad
sponsoramind.org/,good
revolutionaryviews.com/obama_poster.html,good
potomacforum.org/?view=240,good
youtube.com/watch?v=VbG0Ujyr-Pg,good
fotosearch.com/photos-images/refinery.html,good
ontheradio.net/cities/potsdam_ny.aspx,good
gosouthamerica.about.com/,good
youtube.com/watch?v=M1jyD0QiTsQ,good
en.wikipedia.org/wiki/1956_NAIA_Men%27s_Division_I_Basketball_Tournament,good
viprecords.co.uk/josh-beyond-kismat/,good
filminpa.com/filmography/films-complete-listing/,good
rooftopcomedy.com/comics/AngeloTsarouchas,good
profile.live.com/cid-4c1c1b856e325ab6/,good
theoscarnominatedshortfilms.blogspot.com/,good
peanuts.wikia.com/wiki/Bill_Melendez,good
i-esq.com/?q=Michelman_Robinson_LLP,good
youtube.com/watch?v=Cd3q9dbiSBI,good
thegood-thebad.com/blog/2011/10/new-video-032-the-canadian-affair/,good
msutic.blogspot.com/2010/05/missing-or-extra-files-in-controlfiles.html,good
en.wikipedia.org/wiki/Still_Waiting,good
absoluteastronomy.com/topics/Louisville_Cardinals_men's_basketball,good
whosdatedwho.com/tpx_47723/rufus-wainwright/,good
forums.redflagdeals.com/air-canada-20-off-tango-tango-plus-fares-select-destinations-796884/,good
imdb.com/title/tt0411377/fullcredits,good
mylife.com/jillseverancesykes,good
foupons.com/restaurant/?locationID=615bd0d4-8e4b-4a6a-82e9-939a33f40621,good
youtube.com/watch?v=skV7B6_i7ZU,good
w3care.com/t67bg,bad
ogs.on.ca/ogspi/9nq/c9pil003.htm,good
www.totalfitness.it/9fsvcc,bad
ebay.com/itm/2007-TORONTO-FC-SCHEDULE-INAUGURAL-SEASON-/130589530961,good
spokeo.com/Daniel+Stubbs,good
music.msn.com/music/artist/terence-blanchard/,good
anarchyvapor.com/wp-content/plugins/doc/8d3789ac427b7ae84e892ecc25e1f06c,bad
pmwiki.org/wiki/Cookbook/Geobox,good
hoovers.com/company/SNC-Lavalin_Group_Inc/hxtjki-1.html,good
mirphak-nichteingeweihte.southwestadvertisingteam.net/sfgfqjpadu.php\nwww.wf-graphicdesign.de/,bad
rtl-longueuil.qc.ca/english/pages/se_tabse_ag.htm,good
blackhawks.nhl.com/club/player.htm?id=8473602,good
themexp.org/preview.php?mid=180915&type=wp&view=downloads&page=&cat=&name=mistic+lake.zip&proddesc=Wallpaper&catdesc=Scenery&namedesc=mistic%20lake,good
pmjphotography.co.uk/,good
cahighways.org/225-232.html,good
